"GENE"	"TCGA_bladder"	"TCGA_prostate"	"TCGA_thyroid"
"4800"	"ANGPTL2"	1164.8746	1370.0008	547.3172
"4801"	"LRRC61"	147.5508	233.958	499.0364
"4802"	"SEZ6"	0	7.4633	1.6229
"4803"	"NBPF10"	385.5496	1334.5761	562.6412
"4804"	"CNTF"	34.6476	3.5694	12.1716
"4805"	"RNF41"	878.1362	1484.8706	1139.6693
"4806"	"C9orf173"	0	0.649	5.2744
"4807"	"MOSPD3"	213.859	277.1153	284.8159
"4808"	"SERPINB5"	22151.7324	611.341	0.8114
"4809"	"CNOT6"	618.8769	1039.02	675.5249
"4810"	"OR2G6"	0	0	0
"4811"	"DNPEP"	1398.4468	1352.4783	815.9042
"4812"	"CD3G"	29.2712	40.8859	215.4377
"4813"	"ZDHHC11"	107.5269	12.0062	24.3432
"4814"	"NFE2"	14.9343	24.0123	36.5149
"4815"	"SPANXB2"	0	0	0
"4816"	"EIF4EBP2"	4553.1661	4200.5354	2925.246
"4817"	"NLRP14"	0	3.5694	4.0572
"4818"	"OBSL1"	1998.2079	1963.4948	3490.0091
"4819"	"C21orf45"	83.0346	163.5434	178.1114
"4820"	"CDS2"	694.1458	986.4525	684.045
"4821"	"TAF5"	36.4397	65.8717	121.7162
"4822"	"NEO1"	1135.6033	3648.2518	1038.2392
"4823"	"NCRNA00202"	2.3895	2.9204	8.1144
"4824"	"MCHR1"	5.3763	1.0514	2.6737
"4825"	"ADCK2"	459.3787	687.9208	705.954
"4826"	"EXOC3L"	47.3775	33.7471	97.373
"4827"	"OR1L6"	0	0	0
"4828"	"UGT2B11"	0	0.9735	19.0324
"4829"	"C3orf34"	11.3501	49.6471	87.2299
"4830"	"DNAJC17"	283.7515	264.1356	268.1814
"4831"	"EGR3"	3031.0633	1517.9687	1792.8796
"4832"	"STOML2"	1492.2342	1208.0798	1361.5985
"4833"	"SEC16A"	4087.8136	3983.1265	2306.1162
"4834"	"MCTP2"	468.9367	758.0109	520.1339
"4835"	"IGDCC3"	4.779	1.9469	15.0117
"4836"	"ANO5"	39.4265	501.3385	226.3921
"4837"	"CACNA1I"	9.5579	8.7613	611.8268
"4838"	"AKAP4"	0.5974	0	0
"4839"	"CNN2"	7660.693	2949.9473	7478.649
"4840"	"TMSB10"	6516.129	3955.5447	10515.4681
"4841"	"STC2"	283.1541	286.5255	185.4143
"4842"	"NEU1"	1678.6141	1816.5004	2563.3431
"4843"	"TGM1"	6.5711	224.8722	18.6632
"4844"	"CRH"	7.1685	0	0.4057
"4845"	"HIST1H2BD"	18.5185	480.2466	210.9747
"4846"	"FBXO24"	3.5842	16.1175	8.1347
"4847"	"LIPG"	341.6965	165.8149	4699.0567
"4848"	"PTS"	318.9964	180.417	267.7756
"4849"	"TAF1"	847.0729	1522.5116	1247.9968
"4850"	"STAB2"	0	8.1123	92.0986
"4851"	"HMHB1"	0	0	0
"4852"	"LIME1"	114.9821	105.4985	536.1436
"4853"	"YEATS2"	403.178	998.7312	1021.9008
"4854"	"NUBP1"	421.9833	396.0964	682.1909
"4855"	"KDM6A"	708.4827	842.054	974.541
"4856"	"OR11L1"	0	0	0.4057
"4857"	"FCRLA"	1.7921	13.3041	732.3258
"4858"	"UBE2M"	1126.6428	691.1657	985.4955
"4859"	"CCDC33"	0	2.5959	0.8114
"4860"	"C9orf78"	1219.2354	1300.2353	1955.9793
"4861"	"NCOA3"	1234.767	1828.831	1927.9846
"4862"	"BREA2"	0	2.5959	6.4915
"4863"	"LOC113230"	66.9056	123.6311	114.8189
"4864"	"C3orf37"	1833.9307	807.658	1497.515
"4865"	"KIAA1486"	1.7921	0.3245	0.8114
"4866"	"RSPH3"	109.9164	304.048	132.6707
"4867"	"SNORA11E"	0	0	0
"4868"	"REEP2"	48.3871	163.219	29.6176
"4869"	"ZNF839"	181.601	298.5317	372.4516
"4870"	"NOD2"	14.3369	60.6798	144.8423
"4871"	"SOX18"	96.1768	259.5928	378.1317
"4872"	"KLF15"	139.7849	379.9789	161.8825
"4873"	"RAI14"	2166.0693	941.9972	559.8945
"4874"	"POLR2I"	201.822	317.761	446.5524
"4875"	"FHOD3"	436.0812	798.8967	150.5224
"4876"	"PCDH7"	1046.595	2754.6037	282.7873
"4877"	"TIMM8B"	285.5436	272.2479	443.8584
"4878"	"RFPL3S"	9.4086	5.8408	6.309
"4879"	"NEK11"	176.2246	122.3331	365.1486
"4880"	"OR51E2"	4.779	2374.9493	0.8114
"4881"	"PDZK1"	1.7921	16.549	6.0858
"4882"	"OR10K1"	0	0	0
"4883"	"SMURF1"	3476.4038	1182.656	475.249
"4884"	"WDR52"	177.4194	151.8618	284.0045
"4885"	"THSD1P1"	47.7897	135.9617	136.3221
"4886"	"BTK"	63.3214	118.7637	662.9476
"4887"	"CCDC121"	19.1159	131.4188	140.3793
"4888"	"TOMM40"	1537.6344	539.9529	675.9306
"4889"	"SFRS2IP"	2473.7157	3379.2488	2512.6281
"4890"	"LOC283914"	0	0	0
"4891"	"DACH2"	54.9582	7.1388	0
"4892"	"GPR182"	0.5974	3.5694	6.4915
"4893"	"MEGF9"	818.399	1041.616	1464.2459
"4894"	"DSP"	9557.3477	9764.5818	4902.3228
"4895"	"CHN1"	151.135	228.7661	430.4696
"4896"	"HSDL2"	2406.2127	1108.7856	1071.1025
"4897"	"PBX4"	148.1481	13.6286	320.1136
"4898"	"C6orf114"	4.1816	7.7878	10.5487
"4899"	"EIF4G2"	33125.448	19563.2352	16058.0181
"4900"	"PLA2G4D"	22.1027	193.7211	1.6229
"4901"	"FAM24A"	0	0	0
"4902"	"BAG4"	124.8507	269.3275	108.7331
"4903"	"HMGB1"	4023.8949	4408.8586	5878.8924
"4904"	"C2orf78"	0	0	0
"4905"	"KLHDC5"	420.5496	1181.7961	563.9517
"4906"	"RPL29P2"	0	0.3245	0.4057
"4907"	"CASP4"	928.3154	709.3372	636.5757
"4908"	"SUCLG1"	1244.325	1226.5758	2074.044
"4909"	"HHEX"	18.5185	132.0678	1777.8679
"4910"	"TNNI3K"	40.3584	33.2603	32.7822
"4911"	"ARHGEF4"	51.374	383.5483	283.5987
"4912"	"PHF3"	1218.0406	2867.5266	2511.0052
"4913"	"SPC25"	1.7921	11.6817	49.4979
"4914"	"HIST1H1C"	105.1374	1212.6227	873.5166
"4915"	"LOC645431"	3.7455	16.0688	24.9599
"4916"	"PDXDC1"	2557.945	3806.6034	1919.4644
"4917"	"WDR37"	555.5556	501.9875	707.5768
"4918"	"FNIP1"	443.8471	879.046	635.7643
"4919"	"CYP39A1"	101.5532	482.1936	161.4768
"4920"	"RP1L1"	4.1816	10.0592	3.6515
"4921"	"PCBP4"	637.3955	591.2225	489.2991
"4922"	"RHOB"	15399.6416	12921.2298	7032.7619
"4923"	"TOMM70A"	1267.0251	1691.1755	1462.2173
"4924"	"HSPC157"	59.7372	253.7519	279.9473
"4925"	"ATF3"	5415.7706	4898.5155	12177.7056
"4926"	"TOX2"	278.3751	124.28	472.6646
"4927"	"NPTX1"	338.1123	119.7372	11.3602
"4928"	"OR4K2"	0	0	0
"4929"	"RIPK4"	1106.3321	1532.5708	584.6435
"4930"	"MAPK6"	4779.5699	981.5851	1045.1364
"4931"	"OR2L13"	0	2.2714	1.6229
"4932"	"BCL2L15"	8.3632	76.5799	7.7087
"4933"	"PCK2"	670.2509	511.7222	954.6607
"4934"	"IL28RA"	446.8339	244.6662	371.2344
"4935"	"RAB21"	2425.9259	1193.8022	1024.0389
"4936"	"KSR1"	405.0179	579.8653	1402.1706
"4937"	"TTTY4C"	0	0	0
"4938"	"APH1B"	364.994	644.439	1103.5602
"4939"	"TFCP2L1"	407.4074	1007.5444	1482.0976
"4940"	"GALR2"	2.3895	1.9469	0.4057
"4941"	"C6orf41"	4.1816	6.4898	11.7659
"4942"	"C20orf200"	19.7133	67.8186	0.4057
"4943"	"MSRB2"	218.638	410.8055	673.4963
"4944"	"GALM"	314.8148	579.8653	877.5738
"4945"	"ZSCAN2"	51.9713	195.3436	172.0256
"4946"	"DEFB105A"	0	0	0
"4947"	"KTI12"	185.1852	137.5842	182.1686
"4948"	"IFNW1"	0.5974	0	0
"4949"	"TTC8"	320.7885	517.2386	818.3386
"4950"	"KLHL22"	229.3907	624.6451	789.9381
"4951"	"LPHN1"	257.4671	912.1441	916.0645
"4952"	"CCT4"	3368.5783	2527.7845	2820.1643
"4953"	"LTBP4"	18290.92	18029.6909	6635.5614
"4954"	"BSDC1"	2069.8925	2141.6403	2475.7075
"4955"	"LRCH3"	416.9654	549.3632	337.5596
"4956"	"VPS36"	1099.1637	1635.4344	1406.2278
"4957"	"MIOS"	574.0741	801.1682	514.0481
"4958"	"ADAM21"	0.5974	2.5959	3.6515
"4959"	"GSTCD"	63.9188	209.6212	206.9175
"4960"	"INTS6"	1470.1314	867.3643	803.3269
"4961"	"GALNT1"	5722.8196	1679.2407	1560.4017
"4962"	"CDC42BPG"	1619.4743	798.8967	343.6454
"4963"	"MPP7"	964.1577	806.0355	765.1892
"4964"	"C21orf7"	57.3477	42.8328	84.3899
"4965"	"CALCA"	9.5579	229.7396	0.8114
"4966"	"INSC"	6.5711	37.9654	2.0286
"4967"	"BCL7A"	318.9964	655.7962	765.1892
"4968"	"OPHN1"	149.9403	764.8252	209.7576
"4969"	"SEC14L1"	2280.1673	1645.4936	2300.0304
"4970"	"TMEM101"	338.7097	894.9461	707.9826
"4971"	"KIAA1875"	19.7133	8.7613	38.1377
"4972"	"LILRA2"	11.3501	51.9186	33.2691
"4973"	"DCUN1D5"	412.1864	221.9518	283.5987
"4974"	"OR5H1"	0	0	0
"4975"	"NKX2-6"	0	0	0
"4976"	"SEPT11"	1784.3489	1876.5312	964.8037
"4977"	"KCNJ15"	648.1481	235.5804	2667.6133
"4978"	"ENTPD7"	3199.6535	487.5704	129.076
"4979"	"RHOBTB2"	1243.8949	894.1932	1571.417
"4980"	"CADM2"	21.5054	24.6613	5.6801
"4981"	"LOC100129534"	45.9976	48.0247	92.5043
"4982"	"BAG1"	5646.3023	2125.1886	1605.0512
"4983"	"KPNA5"	40.0239	170.0333	153.3624
"4984"	"ADRBK2"	418.7575	1175.6307	630.4899
"4985"	"CPNE5"	34.0502	104.4861	710.4169
"4986"	"KIAA1522"	7139.7849	6106.9198	2390.1004
"4987"	"STOML3"	1.1947	2.2714	0
"4988"	"DEPDC7"	12.5448	32.7736	10.5487
"4989"	"ITGAM"	60.9319	363.4299	461.3044
"4990"	"OAS3"	1874.552	1103.9182	436.9612
"4991"	"CPVL"	468.9367	554.8795	3500.5579
"4992"	"CLEC12B"	1.1947	0.9735	1.2172
"4993"	"SNX25"	356.0335	490.3058	563.9517
"4994"	"KIAA0355"	810.0358	1220.086	834.1617
"4995"	"GCET2"	255.675	45.1042	286.0331
"4996"	"SERPINE1"	13524.4922	4120.7106	3236.8394
"4997"	"OR2Z1"	0	0	0
"4998"	"PDZD4"	72.282	362.4564	104.2702
"4999"	"BAZ1A"	3645.1613	846.2724	771.6807
"5000"	"SNHG1"	1166.6667	393.6075	567.1975
"5001"	"NENF"	764.0382	718.7475	948.9806
"5002"	"ARF6"	6958.7814	3392.2284	3700.1724
"5003"	"HEPN1"	0	0.8729	0
"5004"	"SLC35F3"	0	23.0389	12.5773
"5005"	"AG2"	11341.0992	647.6839	1062.5824
"5006"	"ZNF285"	21.5054	62.6268	71.8126
"5007"	"OPCML"	2.3895	10.3837	4.4629
"5008"	"C20orf199"	1769.4146	882.2909	1547.8243
"5009"	"MST4"	409.1995	908.8992	361.4971
"5010"	"TMEM74"	0.5974	10.7082	2.4343
"5011"	"SERHL"	103.9427	248.5601	104.2702
"5012"	"FAM168A"	46.595	344.9339	174.8656
"5013"	"PKDCC"	98.5663	131.0943	175.677
"5014"	"ZNF485"	43.0108	50.2961	28.4004
"5015"	"FBXO33"	451.6129	477.0017	622.7812
"5016"	"EVI5L"	658.9008	555.853	433.7154
"5017"	"TCF23"	0	0	0
"5018"	"INVS"	168.4588	310.2134	240.5924
"5019"	"ZNF174"	38.8292	244.9907	187.8487
"5020"	"C1orf189"	0	0.3245	0
"5021"	"UNC5CL"	25.1195	19.1904	51.2182
"5022"	"MGC23284"	22.7001	45.1042	53.9608
"5023"	"OXGR1"	106.9295	12.9796	4.0572
"5024"	"LOC729609"	0	0	0.4057
"5025"	"FAM134B"	77.6583	527.6223	362.7143
"5026"	"PTPRZ1"	18.5185	552.9326	0.4057
"5027"	"FAM126A"	550.7766	401.7198	458.4643
"5028"	"ERBB2IP"	2627.2401	2669.2626	2157.2168
"5029"	"CALB2"	23.8949	11.3572	2.0286
"5030"	"PPFIBP2"	1860.2151	1528.6769	1715.7927
"5031"	"NPTX2"	413.9785	48.0247	14.2002
"5032"	"NEDD4"	240.7407	556.1775	284.4102
"5033"	"RASGRP4"	23.8949	62.9512	23.9375
"5034"	"HIST1H2AL"	0	0.9735	0.4057
"5035"	"DMXL2"	339.307	591.2225	457.6529
"5036"	"SCARNA12"	10.7527	1.6225	4.4629
"5037"	"KLF2"	1228.7933	915.7135	2254.184
"5038"	"DYRK1A"	1974.9104	1887.8884	2011.9688
"5039"	"RABGAP1L"	194.1458	316.158	427.9258
"5040"	"FAM138F"	0.5974	0.9735	1.2172
"5041"	"THUMPD2"	296.2963	206.3762	208.9461
"5042"	"VGLL4"	1853.1123	2198.0693	2672.5023
"5043"	"MT2A"	11299.2832	2379.4922	2805.9641
"5044"	"FAM45A"	299.8805	379.9789	403.2863
"5045"	"IFT172"	331.5412	612.9634	612.6382
"5046"	"APPBP2"	879.3309	1514.7238	951.0092
"5047"	"PAGE4"	0	186.5823	0
"5048"	"ZNF567"	115.2927	143.425	170.4027
"5049"	"KAT2A"	1563.9188	716.8005	951.0092
"5050"	"ZFYVE16"	1291.5173	1378.4376	720.1542
"5051"	"MED28"	541.816	542.2244	652.3988
"5052"	"SLC25A30"	103.3453	658.0677	461.3044
"5053"	"SNORD34"	0	0	0
"5054"	"SH3BGRL3"	6225.2091	1455.9909	3775.2308
"5055"	"RBMX2"	292.7121	340.0665	426.0067
"5056"	"POTEC"	0	0.3245	0
"5057"	"C1orf177"	0	0.9735	0.4057
"5058"	"LARGE"	571.0872	771.964	308.3477
"5059"	"PCDHA6"	6.3799	10.069	9.4046
"5060"	"IKZF4"	144.5639	300.4786	424.7895
"5061"	"CCND1"	4727.4313	5954.3247	2040.7628
"5062"	"CCDC149"	300.4779	636.9757	357.4399
"5063"	"PDE4C"	44.8029	36.6675	6.0858
"5064"	"RETN"	0	0	0
"5065"	"SCGB2A2"	0	0	0
"5066"	"AIM1L"	1597.3716	49.3226	4.4629
"5067"	"ZNF107"	79.4504	275.8173	320.5193
"5068"	"GTF2B"	1027.4791	530.2182	787.5038
"5069"	"HSP90AB1"	38201.9116	21811.633	18728.0657
"5070"	"GADD45GIP1"	519.1159	504.5834	962.7751
"5071"	"ZNF280A"	0	0	0
"5072"	"SNORA16A"	0	0	0
"5073"	"SHB"	1860.8124	845.2989	428.8467
"5074"	"DKFZP434K028"	0	0	0
"5075"	"ABCC1"	1535.2449	2022.2276	1628.9685
"5076"	"CSTB"	7835.1254	1693.8428	2485.8505
"5077"	"APOBEC2"	1.1947	5.8408	2.84
"5078"	"TECPR1"	253.8829	472.1343	483.619
"5079"	"LGMN"	6084.8268	2108.8667	4728.6743
"5080"	"SNAR-G1"	0	0	0
"5081"	"NDUFS4"	529.8686	477.3262	608.1753
"5082"	"NME1-NME2"	110.3584	74.5323	45.3758
"5083"	"AKNA"	1492.8315	1224.3044	2995.4356
"5084"	"DHRS7"	1640.9797	6067.6564	2362.1057
"5085"	"TMEM128"	326.7622	465.6445	755.8576
"5086"	"SLC22A2"	0	0.649	0.8114
"5087"	"RDH14"	250.448	389.7136	398.4177
"5088"	"KRBA2"	25.0896	119.7372	66.1325
"5089"	"ITIH5"	1775.3883	1733.7552	1213.5105
"5090"	"GSDMC"	32.8554	12.6551	1.2172
"5091"	"SNORA48"	0	0	0.8114
"5092"	"SYCP2L"	0.5974	5.8408	6.0858
"5093"	"SNORD38A"	0	0	0
"5094"	"RARB"	43.0108	556.8265	331.0681
"5095"	"CITED4"	102.7479	287.1745	316.8678
"5096"	"C14orf106"	132.0191	536.3835	427.2239
"5097"	"ACTL6B"	0	0.649	0
"5098"	"SNORA5C"	0	0	0.4057
"5099"	"SLC9A4"	43.0108	12.3307	0.4057
"5100"	"TRMU"	277.1804	221.3028	283.5987
"5101"	"PLA2G2F"	1022.1027	6.8143	0
"5102"	"MCCC2"	1734.767	2425.8944	1623.6941
"5103"	"TARS2"	321.3859	469.5384	525.0025
"5104"	"SLC39A9"	1152.9271	2170.8445	1519.4239
"5105"	"RPLP2"	13649.3429	7050.864	13629.3742
"5106"	"ZNF727"	2.3895	40.2369	17.446
"5107"	"RGS9"	14.3369	167.7618	163.0997
"5108"	"FBXL16"	4.1816	102.8636	803.3269
"5109"	"HAP1"	16.129	24.0123	180.9514
"5110"	"FAM49B"	1044.2055	588.9511	1321.0265
"5111"	"TMPRSS11B"	0	0	0
"5112"	"LOC441666"	14.3369	53.8655	35.7034
"5113"	"PTH2R"	2.3895	3.5694	2.0286
"5114"	"LOC338588"	0	0	0.4057
"5115"	"CHKA"	1156.5114	717.125	1316.9693
"5116"	"CIB1"	3024.4922	1763.9328	2330.8652
"5117"	"F2RL1"	7041.816	555.853	319.7079
"5118"	"MAVS"	1700.1195	2546.605	2078.1012
"5119"	"ZNF581"	258.0645	225.4271	399.2819
"5120"	"SYTL4"	1098.5663	717.125	490.922
"5121"	"GDF10"	40.0239	14.6021	153.3624
"5122"	"GET4"	997.9988	642.1676	788.3152
"5123"	"GHITM"	3511.9474	3109.9213	3706.2582
"5124"	"ONECUT2"	2.3895	10.0592	4.4629
"5125"	"KIAA0754"	53.7634	504.2589	104.2702
"5126"	"SLC4A4"	229.9881	5710.0673	1571.7618
"5127"	"TXNDC11"	1434.2891	1644.1957	2773.9122
"5128"	"CENPH"	40.0239	66.5206	117.659
"5129"	"NOP56"	2332.736	1322.3006	1383.9132
"5130"	"CLDN3"	307.049	1606.8792	6453.3928
"5131"	"KIAA1614"	42.4791	157.1834	241.6026
"5132"	"BCL10"	3628.4349	557.151	458.8701
"5133"	"ZAP70"	178.6141	83.3942	1073.5369
"5134"	"MLYCD"	148.1481	283.9296	298.6104
"5135"	"C1orf114"	51.9713	43.4818	27.589
"5136"	"ZNF169"	54.9582	73.335	97.373
"5137"	"CNOT1"	4114.1458	5141.5722	3547.2644
"5138"	"KRTAP17-1"	0.5974	0.9735	0
"5139"	"ZNF397OS"	146.9534	301.1049	424.0349
"5140"	"RBM43"	40.6213	419.8913	307.5363
"5141"	"TCL6"	0	2.9204	38.9898
"5142"	"FOSL2"	7127.2401	3661.5559	1685.3636
"5143"	"EPOR"	339.2115	92.8044	666.4286
"5144"	"UGT2B28"	0	2.2714	0
"5145"	"TTLL7"	57.3477	578.5674	36.5149
"5146"	"PATL1"	1130.227	925.7727	1062.9881
"5147"	"CXCL3"	24.4922	64.2492	22.3146
"5148"	"IFIT2"	17.9211	428.0036	232.0722
"5149"	"BAAT"	0	0	0
"5150"	"RDBP"	1201.7384	900.1314	1393.5612
"5151"	"STIP1"	3436.6786	2159.8118	1881.3267
"5152"	"RAB26"	12.5448	57.1104	46.6579
"5153"	"KCNC3"	105.7348	143.1005	490.5163
"5154"	"CACNB2"	74.0741	164.8414	23.9375
"5155"	"ZNF701"	72.282	168.7353	141.5965
"5156"	"RPUSD3"	209.6774	304.048	376.1031
"5157"	"SPACA4"	0	1.9469	0.4057
"5158"	"CBFB"	1916.9654	867.3643	1133.1778
"5159"	"HTN3"	0	0	0
"5160"	"LMAN1"	2585.4241	4764.1762	3519.6267
"5161"	"SULT1E1"	10.7527	5.8408	0
"5162"	"RIOK1"	698.3274	367.6483	477.1275
"5163"	"SNHG3-RCC1"	139.307	116.674	272.4252
"5164"	"FCHO1"	34.0502	47.0512	353.7884
"5165"	"LYZL6"	0	0	0
"5166"	"GIPC3"	43.0108	121.0351	109.9503
"5167"	"FBXO3"	721.0275	930.6401	895.4255
"5168"	"EGFL8"	261.1051	73.4193	84.0897
"5169"	"STRC"	24.546	8.771	13.3888
"5170"	"OPRD1"	0	0.649	0
"5171"	"AHCTF1"	1453.405	1288.8781	1166.8526
"5172"	"FERMT2"	1689.9642	2271.4367	1430.1653
"5173"	"MS4A6A"	232.9749	607.7716	798.0525
"5174"	"CTAGE4"	110.5137	61.9778	58.4238
"5175"	"MAGEA5"	0	0.9735	0.4057
"5176"	"LPIN3"	800.3763	444.5331	418.5333
"5177"	"AMDHD1"	2.3895	5.5163	16.6345
"5178"	"LOC100132288"	61.5293	165.4904	243.0267
"5179"	"LOC100271831"	16.8339	5.5812	0
"5180"	"SNORD15A"	0	0	0
"5181"	"FAM135B"	86.0215	9.0857	2.84
"5182"	"ARHGEF33"	7.1685	11.0327	37.732
"5183"	"TM7SF2"	317.2043	916.3625	689.3194
"5184"	"CEBPG"	2005.9737	813.8233	1036.2106
"5185"	"PTN"	437.8734	2356.1288	208.9461
"5186"	"KC6"	17.3238	4.8674	3.6515
"5187"	"RNU11"	0	0	0
"5188"	"CD24"	15518.5185	4002.5959	34260.6755
"5189"	"RBM28"	479.6894	310.2134	309.9706
"5190"	"MKNK2"	3105.1374	3543.1167	4632.9242
"5191"	"BCCIP"	1211.0932	864.0772	1056.4357
"5192"	"PCIF1"	655.914	1102.9448	1705.6497
"5193"	"ZNF775"	16.7264	115.1943	102.2416
"5194"	"HGS"	2723.417	1715.2592	1635.46
"5195"	"FOXI2"	35.8423	27.2572	13.3888
"5196"	"GABARAPL1"	4337.5149	2002.7582	2056.598
"5197"	"FAM106A"	7.1685	4.5429	1.2172
"5198"	"LOC642597"	0	1.298	0.4057
"5199"	"UCN3"	0	3.5694	0
"5200"	"ARRDC1"	1432.497	966.3341	902.7285
"5201"	"TUBB2C"	18449.8208	4692.1392	4775.3322
"5202"	"C3orf59"	365.5914	142.776	123.7448
"5203"	"TREX2"	3.5842	5.8408	9.7373
"5204"	"LIPF"	0	0	0
"5205"	"PAQR4"	35.1195	469.7104	173.3482
"5206"	"ARHGDIA"	9751.4934	4644.1145	5345.7754
"5207"	"AMPD1"	0	19.7939	69.3782
"5208"	"RAB37"	83.632	176.8476	421.138
"5209"	"FAM197Y2"	0	0	0
"5210"	"MARCKS"	7106.3321	3299.424	2638.4015
"5211"	"KIAA1009"	99.1637	288.7969	305.1019
"5212"	"LCE3C"	0	0	0
"5213"	"SRY"	0.5974	0.649	0
"5214"	"KIAA1671"	1190.5615	3603.7965	1712.9526
"5215"	"EXOSC1"	264.0382	288.148	406.5321
"5216"	"IQCH"	46.595	32.3453	109.3904
"5217"	"UBL4A"	600.9558	820.9621	752.6118
"5218"	"C6orf123"	0.5974	9.0857	6.8973
"5219"	"LATS2"	1173.2378	1120.7918	1030.1248
"5220"	"KRT23"	1242.5329	482.1936	0
"5221"	"NCS1"	1229.9881	1607.2037	1454.1029
"5222"	"FGF10"	3.5842	34.7205	2.4343
"5223"	"FAM135A"	330.3465	1332.6844	247.0839
"5224"	"GLS2"	54.9582	146.9944	73.8412
"5225"	"CD300LF"	8.3632	28.2307	86.0128
"5226"	"COMMD6"	1284.9462	985.479	2001.42
"5227"	"FAM54A"	5.3763	6.8143	21.0975
"5228"	"ZFP82"	20.3106	119.4127	128.2077
"5229"	"MRPL32"	879.3309	647.035	811.4413
"5230"	"ADAM32"	3.5842	13.3041	0.8114
"5231"	"CYP2R1"	122.4612	188.2048	207.3233
"5232"	"MRS2"	385.902	549.0387	618.724
"5233"	"FAM13B"	759.7551	1692.1911	934.1475
"5234"	"TDRD10"	13.7395	19.4695	60.0467
"5235"	"ZNF428"	326.3799	536.6107	1107.6012
"5236"	"HOMER3"	674.4504	182.3639	1120.6005
"5237"	"OR4D10"	0	0	0
"5238"	"ATP8B2"	632.0191	2138.3954	1540.1156
"5239"	"SEMA6A"	632.6165	467.267	498.6307
"5240"	"LSAMP"	110.5137	556.1775	57.6123
"5241"	"ENPEP"	73.4767	94.1024	64.1039
"5242"	"SLC25A32"	1221.6428	505.3492	465.5645
"5243"	"C2orf14"	0	6.1653	0
"5244"	"LDHAL6A"	0	1.9469	0.4057
"5245"	"RNF166"	250.2987	271.9234	558.2716
"5246"	"NEUROG2"	0	0	0.4057
"5247"	"NRCAM"	22.7001	223.8988	349.3255
"5248"	"FAM83D"	34.6476	251.4805	40.1663
"5249"	"NEIL1"	157.1087	143.7495	247.8953
"5250"	"C7orf4"	0.5974	0	0
"5251"	"BOLA3"	118.2796	137.9087	190.283
"5252"	"NFKBID"	154.1219	44.1308	190.6887
"5253"	"PVALB"	42.4134	0	36.1091
"5254"	"CENPQ"	50.7766	104.8106	121.3105
"5255"	"ZBTB49"	118.8769	133.6903	162.694
"5256"	"SNORA76"	0	0	0
"5257"	"SNORD115-35"	0	0	0
"5258"	"LOC100133669"	0.5974	10.3837	1.2172
"5259"	"PON1"	0	0.6685	2.4708
"5260"	"ERCC5"	854.8387	1200.6165	1364.8443
"5261"	"NCRNA00219"	424.7312	408.5341	460.8987
"5262"	"NIPSNAP1"	800.4779	1067.5752	1217.5677
"5263"	"HBXIP"	1272.4014	765.7987	1174.1556
"5264"	"EDN2"	123.0585	114.2208	4.8686
"5265"	"FOXRED2"	264.6356	596.7389	410.995
"5266"	"CUEDC1"	255.0777	570.1306	374.4802
"5267"	"EPHA2"	20847.6703	2361.6452	1299.929
"5268"	"THBS1"	53371.5651	14567.0479	6282.9902
"5269"	"TPRXL"	43.6081	30.1777	2.4343
"5270"	"NOP14"	2194.2712	877.2386	768.4998
"5271"	"THAP10"	68.6977	84.0432	60.0467
"5272"	"CDRT1"	29.2832	0.9735	2.4222
"5273"	"ASPHD1"	20.3106	28.5552	1.2172
"5274"	"PDXDC2"	468.9367	232.66	308.3477
"5275"	"C1orf174"	280.7646	369.2707	443.8584
"5276"	"IPO8"	1070.4898	1635.4344	1315.3464
"5277"	"LZTFL1"	240.1434	571.1041	979.8154
"5278"	"FARSA"	1233.5723	987.426	1031.3419
"5279"	"KIAA1267"	1006.5711	1730.1858	1372.553
"5280"	"MARCH11"	0	0.9735	0
"5281"	"C12orf62"	418.1601	476.0282	983.8726
"5282"	"NPHP3"	422.3417	579.5408	633.7357
"5283"	"ZBTB7B"	1949.8208	1953.1111	985.9012
"5284"	"C17orf104"	4.779	8.1123	8.1144
"5285"	"FLJ45079"	0	0.3245	0.8114
"5286"	"MT1F"	40.0239	434.4934	4492.1392
"5287"	"TERF2IP"	1455.7945	1750.9532	3015.3078
"5288"	"PLA2G2D"	1.7921	16.8735	817.5271
"5289"	"S100A16"	7097.9689	1178.2267	969.2667
"5290"	"PHF2"	1757.4671	2151.375	1434.6283
"5291"	"C9orf96"	2.9869	8.1123	9.7373
"5292"	"FAM13A"	1378.5962	1154.263	1682.3004
"5293"	"PCDHGB7"	116.5114	437.1899	217.7706
"5294"	"APOM"	14.9343	25.6672	76.7421
"5295"	"RNF222"	4.779	0.649	2.4343
"5296"	"GNL3L"	732.3775	704.7944	628.0556
"5297"	"TLE2"	2347.6703	1148.3735	1433.4111
"5298"	"PTGR2"	294.5161	300.9589	366.9419
"5299"	"LOC440896"	4.1816	0	9.7373
"5300"	"RSPH10B2"	0	1.298	3.6515
"5301"	"S100A1"	21.5054	27.5817	2831.1188
"5302"	"KLRK1"	218.0406	60.0308	576.0503
"5303"	"C16orf73"	0	0.6555	2.4343
"5304"	"TNC"	15011.9474	3927.963	3620.2455
"5305"	"KCNA6"	2.3895	5.5163	20.6918
"5306"	"RNF11"	3495.8184	2891.5389	2929.3032
"5307"	"C7orf34"	0	0.649	0.8114
"5308"	"CISD1"	247.9092	231.6865	314.4335
