"GENE"	"TCGA_bladder"	"TCGA_prostate"	"TCGA_thyroid"
"8910"	"C13orf26"	2.9869	3.5694	0
"8911"	"GOLGA2P3"	0	0	0
"8912"	"GATA1"	14.9343	2.9204	0.4057
"8913"	"C2CD2"	1214.4564	1766.2043	553.8087
"8914"	"UQCRQ"	1724.0143	1125.9836	1114.1089
"8915"	"PRAMEF11"	0	0	0.8114
"8916"	"SUSD4"	292.7121	587.9776	92.5043
"8917"	"TBPL2"	0	0	0
"8918"	"HTR1D"	90.8005	33.4226	0
"8919"	"STAG3L1"	53.7634	88.9105	153.3624
"8920"	"ST20"	5.5914	42.6835	82.337
"8921"	"MCPH1"	340.4241	549.7493	454.9792
"8922"	"DPY19L2P1"	2.3895	4.8674	10.143
"8923"	"VTRNA1-1"	0	0	0
"8924"	"TAAR1"	0	17.847	0
"8925"	"ALDH9A1"	1250.2987	2508.3151	4500.2536
"8926"	"TRAK2"	702.509	1443.6603	1688.2037
"8927"	"AQP4"	2.9869	47.7002	663.3533
"8928"	"SPPL2B"	648.1481	720.6944	968.8609
"8929"	"ODC1"	19445.6392	3355.2365	3336.6467
"8930"	"SLC34A1"	0	0	0
"8931"	"ACSM3"	280.7348	1002.5927	37.0869
"8932"	"KLC4"	544.9343	703.5678	740.5416
"8933"	"C3orf67"	2.3895	5.5163	8.5201
"8934"	"DRP2"	33.4528	169.3843	0.8114
"8935"	"SDR39U1"	634.2712	490.5817	1024.7287
"8936"	"SH2D5"	23.2975	10.0592	34.0805
"8937"	"METTL7A"	4311.2306	3455.1797	9550.2586
"8938"	"SNRNP27"	396.6547	502.961	576.5291
"8939"	"RBM15B"	2474.6296	1927.5412	1652.2568
"8940"	"CYLC2"	0	0	0
"8941"	"C15orf59"	37.6344	159.0006	8.5201
"8942"	"CDRT4"	326.7622	229.6715	566.9013
"8943"	"GK"	820.7885	93.1289	143.6251
"8944"	"OR52N1"	0.5974	0	0
"8945"	"KLK8"	0.5974	0.3245	0
"8946"	"NKAIN1"	5.9737	32.7736	1.6229
"8947"	"BTBD8"	1.1947	37.3165	9.3316
"8948"	"CST7"	246.7145	104.8106	747.3375
"8949"	"UCP3"	11.3501	14.9266	45.8464
"8950"	"KIAA1958"	20.908	81.1227	29.2119
"8951"	"MAGED4"	43.399	70.6741	83.4567
"8952"	"DOLK"	317.8017	429.3015	292.5246
"8953"	"TMBIM6"	27891.2784	19272.8158	17378.6388
"8954"	"TRMT6"	823.178	317.3522	327.4166
"8955"	"MTHFD1"	808.0645	951.6281	1016.7035
"8956"	"ZUFSP"	304.0621	140.8291	157.0139
"8957"	"TIGD7"	70.8722	277.946	410.6421
"8958"	"HECTD2"	188.7694	600.3083	272.2386
"8959"	"TMBIM1"	9408.6022	4630.1614	6143.828
"8960"	"RGR"	0	0	0.4057
"8961"	"HEYL"	461.7682	511.0733	208.5404
"8962"	"TMEM30B"	5087.2162	2448.6087	3418.1966
"8963"	"GTF3A"	869.773	893.6481	1373.7702
"8964"	"LINS1"	194.1458	260.2417	384.6232
"8965"	"DEFB113"	0	0	0
"8966"	"C12orf49"	541.2186	378.3565	1164.0126
"8967"	"NTRK2"	184.5878	799.8702	11390.2018
"8968"	"MOV10"	1344.6834	1107.1631	757.8862
"8969"	"CXorf48"	1.1947	0	0
"8970"	"DRD3"	0	0	0
"8971"	"GRB7"	321.9833	491.2793	184.6029
"8972"	"MCRS1"	572.282	834.2662	1300.3347
"8973"	"C14orf182"	7.7658	1.9469	18.2574
"8974"	"POLR3E"	1071.0872	803.7641	803.3269
"8975"	"C5orf60"	0	0	0.8114
"8976"	"LOC283392"	11.2485	33.0689	0
"8977"	"TAF1B"	335.7228	296.2602	274.2672
"8978"	"TLX2"	0	0	1.6229
"8979"	"UNC5C"	17.3238	105.4596	161.4768
"8980"	"ADCY6"	1118.8769	1704.8755	1045.5421
"8981"	"MAFF"	8034.6476	2263.6489	1970.1795
"8982"	"POM121L12"	0	0	0
"8983"	"CDH18"	8.9606	2.2714	1.2172
"8984"	"ADORA1"	2.9869	22.7144	130.2363
"8985"	"SMG5"	2278.3751	2156.2424	1893.4983
"8986"	"HRK"	0	0	5.6801
"8987"	"SPAG11B"	0	0.3245	0
"8988"	"LOC148709"	0	8.7613	1.6229
"8989"	"SLC13A2"	0	33.7471	0
"8990"	"ZNF696"	100.9558	211.2436	236.9409
"8991"	"C3orf26"	253.8829	188.2048	269.8042
"8992"	"ANGPTL4"	6257.4671	300.8031	222.7406
"8993"	"AGA"	316.6069	380.9524	609.7982
"8994"	"OR51F2"	0	0	0
"8995"	"CBLC"	1229.3907	281.0092	21.9089
"8996"	"SENP2"	1050.1792	860.2255	836.596
"8997"	"SCRIB"	2372.1625	1601.0384	1215.5391
"8998"	"LHX5"	0.5974	0.3245	0
"8999"	"SLC22A7"	0	0	0.4057
"9000"	"IFI44"	276.583	335.8481	337.9653
"9001"	"FAM198B"	770.6093	1881.259	810.6299
"9002"	"ZNF641"	171.4456	212.8661	200.426
"9003"	"NRF1"	448.626	426.3811	499.4421
"9004"	"TRIM26"	1869.773	1469.6195	1866.7208
"9005"	"SUMO1P1"	0.5974	0.649	0
"9006"	"LMTK3"	151.135	194.3701	239.3752
"9007"	"POLL"	235.4062	541.861	676.0564
"9008"	"HIST1H4K"	0	0	0.4057
"9009"	"MUC21"	7.7658	13.9531	0
"9010"	"IFNA16"	0	0	0
"9011"	"ZNF642"	28.6738	74.9574	64.1039
"9012"	"SLC25A28"	965.9498	540.6019	658.8904
"9013"	"PIM2"	322.5806	342.338	2679.3792
"9014"	"RUNDC2C"	57.27	16.2245	214.4721
"9015"	"FRRS1"	124.2533	122.9821	54.7723
"9016"	"OR9A4"	0	0	0
"9017"	"ECM2"	237.1565	638.5982	404.0978
"9018"	"ELAVL4"	0.5974	7.1388	1.2172
"9019"	"MAD1L1"	368.5783	390.3626	497.0078
"9020"	"KIAA0895L"	675.4421	192.0986	412.6179
"9021"	"RPRML"	1.1947	0.649	1.2172
"9022"	"CHADL"	86.6189	147.9679	149.7272
"9023"	"KCTD7"	184.552	474.6135	686.7593
"9024"	"ZC3H12D"	5.9737	8.7613	168.7798
"9025"	"POU2F1"	25.687	142.4515	42.1949
"9026"	"GTSF1"	0	0.9735	18.6632
"9027"	"EZH2"	73.4767	49.9716	225.9864
"9028"	"RICH2"	157.7061	517.8876	687.6965
"9029"	"RPL31"	16050.7766	10165.6526	15562.6331
"9030"	"EPHA1"	342.2939	253.7519	352.1655
"9031"	"ZNF768"	836.3202	957.3878	830.3033
"9032"	"C1QA"	810.0358	1315.4863	1990.0598
"9033"	"PRAMEF13"	0	0	0
"9034"	"NME6"	74.6714	186.2578	150.9281
"9035"	"PCDHGA8"	9.9522	10.0592	12.9831
"9036"	"H1FX"	1845.2808	2522.2682	3607.2624
"9037"	"NCRNA00200"	0	0	0.4057
"9038"	"FAM160B1"	238.3513	853.7357	822.3958
"9039"	"SLC22A15"	26.8817	90.2085	79.927
"9040"	"LOC572558"	60.9319	162.2455	2.0286
"9041"	"SLC7A6"	501.2545	555.0677	1971.632
"9042"	"NEDD9"	3879.9283	3324.0853	3902.2213
"9043"	"FAM186A"	0	3.5694	8.5201
"9044"	"EFNB2"	3247.3118	2683.5402	552.5915
"9045"	"SLC5A3"	830.5854	797.6117	2508.6561
"9046"	"WTIP"	251.4934	245.6397	146.0594
"9047"	"CDK6"	459.3787	1200.6165	559.0831
"9048"	"C1orf31"	175.0299	189.8272	231.2608
"9049"	"UTF1"	0	0	1.6229
"9050"	"GBP3"	1358.4229	842.703	772.0864
"9051"	"FOXM1"	29.2055	69.4021	173.547
"9052"	"SCLT1"	436.6786	134.9882	190.6887
"9053"	"PTGES3"	6259.2593	4556.502	5060.9595
"9054"	"MDC1"	688.172	999.7566	1288.9745
"9055"	"GABRA4"	0	1.6225	0.8114
"9056"	"DPH3"	798.0884	593.494	582.6149
"9057"	"ERI3"	628.4349	761.9048	743.2803
"9058"	"SMARCAL1"	280.7646	567.5347	537.1742
"9059"	"FAM83A"	14.3369	30.5021	12.9831
"9060"	"FREM2"	207.8853	328.0604	754.6404
"9061"	"MTX1"	377.5388	359.1531	650.7962
"9062"	"NCRNA00113"	0	0	0
"9063"	"SH3TC1"	1490.4421	515.6161	586.2664
"9064"	"UBR2"	713.2616	1150.3204	829.293
"9065"	"TMEM198"	67.503	76.2554	102.6473
"9066"	"AAA1"	0	0	0
"9067"	"CREB1"	1057.3477	1412.5091	1149.8124
"9068"	"NLRP12"	2.9869	21.7409	4.8686
"9069"	"DDX46"	1453.405	1494.9298	1243.5338
"9070"	"LOC92659"	2.9869	44.4553	48.2808
"9071"	"OTUD3"	271.8041	408.2096	340.3996
"9072"	"LRRN3"	23.2975	80.4738	382.5946
"9073"	"CAPN9"	441.4576	71.0635	1.6229
"9074"	"FAM65A"	2884.7073	1665.2876	1948.6763
"9075"	"CAPS2"	25.687	56.4614	97.373
"9076"	"ARHGEF2"	1821.9833	1086.3957	1594.8879
"9077"	"METAP1"	1661.2903	1411.5357	773.7093
"9078"	"LOC134466"	12.5448	88.9105	106.2988
"9079"	"DCAF15"	590.2031	357.9135	557.8659
"9080"	"CARD17"	0	0	0.8114
"9081"	"CUX2"	4.779	839.1336	51.9322
"9082"	"EXOC6"	268.2198	479.5976	943.3005
"9083"	"SCCPDH"	4011.3501	1939.1579	1192.8187
"9084"	"FDPS"	1053.6619	1350.9467	1406.735
"9085"	"GSTA4"	193.5484	611.9899	401.6635
"9086"	"GZMK"	76.4636	50.2961	1359.9757
"9087"	"ATF2"	249.7013	622.6981	516.8881
"9088"	"DZIP1"	386.601	547.2962	118.8275
"9089"	"ASB4"	0	0.649	1.2172
"9090"	"CCDC92"	660.0956	794.6783	1313.3178
"9091"	"KRT10"	1105.1374	367.6483	517.6996
"9092"	"NPHS2"	119.9403	2.5959	1.2172
"9093"	"LOC285370"	0	0	0
"9094"	"DUSP28"	78.2557	89.884	159.6876
"9095"	"GOLGA8A"	3535.2449	794.3539	3165.0269
"9096"	"TRIM4"	575.8662	1190.5573	1125.8748
"9097"	"CALCOCO2"	2370.9677	2884.0756	2405.5178
"9098"	"TMIGD1"	0	0	0
"9099"	"SNORA70C"	0	0	0
"9100"	"COX7A2L"	1427.718	1572.4832	1821.28
"9101"	"TNFRSF25"	153.5245	65.8717	170.8084
"9102"	"MFN1"	832.736	917.6604	537.1742
"9103"	"CYCS"	4320.1912	1600.0649	2031.0376
"9104"	"PAM"	4583.632	3519.7534	3356.1213
"9105"	"BMP8B"	77.0609	68.7921	138.7565
"9106"	"LEKR1"	11.3501	16.2245	50.3094
"9107"	"LOC729234"	166.0693	40.2369	26.7776
"9108"	"GPN2"	475.5078	299.8296	286.0331
"9109"	"DNER"	8.3632	184.6354	11.3602
"9110"	"GJB3"	2229.9881	218.6063	14.6059
"9111"	"RNF213"	3999.9761	3635.7427	4217.2999
"9112"	"C4orf22"	0	0.649	0.4057
"9113"	"TMSB15A"	0.5974	75.9309	15.4174
"9114"	"DGKG"	78.853	122.6576	51.5265
"9115"	"ZNF704"	184.5878	1063.3569	189.0658
"9116"	"C19orf40"	17.9211	25.6348	32.0519
"9117"	"PPDPF"	4654.1219	4147.3189	4652.8045
"9118"	"CEACAM6"	2.3895	999.7566	0
"9119"	"PKD2L1"	1.1947	16.8735	0.4057
"9120"	"FBXO11"	2063.9188	1476.7583	1440.7141
"9121"	"CNKSR2"	5.9737	49.9716	10.9545
"9122"	"ZFP106"	740.1434	3150.8072	1544.9843
"9123"	"TMPRSS15"	0	0.9735	0
"9124"	"ORAI3"	233.5723	793.3804	667.0048
"9125"	"MRS2P2"	0.5974	1.298	2.0286
"9126"	"CRYBA2"	0	0	0
"9127"	"CST9"	0	0	0
"9128"	"MGAT2"	906.81	854.3847	870.6765
"9129"	"C19orf76"	38.2318	33.7471	21.5032
"9130"	"PLA2G2E"	0	0	0
"9131"	"NRM"	272.4014	253.4274	268.1814
"9132"	"SNORD115-39"	0	0	0
"9133"	"ZC3H7A"	709.6774	1370.6498	1271.1228
"9134"	"RGSL1"	0	0	0
"9135"	"TMEM85"	1241.9116	1023.4055	1308.8914
"9136"	"CD38"	2.9869	804.4131	297.799
"9137"	"TRIM2"	1611.1111	2673.481	3657.5718
"9138"	"SLC22A5"	474.313	635.6778	252.3583
"9139"	"ZNF267"	645.1613	329.0338	660.1075
"9140"	"CGB1"	0	0	0
"9141"	"ATP1A2"	194.7431	1591.9526	13.7945
"9142"	"NLRP10"	8.9606	0.3245	0
"9143"	"SNORD98"	0	0	0
"9144"	"SNX4"	411.589	812.2009	1232.1736
"9145"	"FUT3"	70.4898	104.1616	0.4057
"9146"	"SLC17A2"	0	0	0
"9147"	"GAGE2C"	0	0	0
"9148"	"GBP5"	51.9713	149.9148	1356.3242
"9149"	"TMEM156"	11.3501	9.0857	278.7301
"9150"	"MT1L"	44.2055	118.7637	77.8984
"9151"	"TSPAN19"	0	0.649	3.6515
"9152"	"KHSRP"	2403.8232	2231.1998	1852.9263
"9153"	"USP13"	128.4349	616.2083	788.721
"9154"	"GCG"	0	0.3245	0
"9155"	"LPO"	0	0.9735	0
"9156"	"KCNMB1"	209.08	1450.4746	36.1091
"9157"	"AVL9"	277.7778	396.8524	251.5468
"9158"	"TTC14"	713.859	641.5186	1522.6696
"9159"	"MRPL34"	259.8566	616.2083	821.5843
"9160"	"RELN"	50.1792	153.8087	204.0775
"9161"	"PRPF40A"	2308.8411	2009.248	1843.5947
"9162"	"RNU6ATAC"	0	0	0
"9163"	"ABCC12"	0	1.298	0
"9164"	"SLC35D3"	1.1947	14.6021	0.4057
"9165"	"ESX1"	0	0	0
"9166"	"UHRF1"	7.7658	48.6736	118.8762
"9167"	"PGA5"	0	0.9735	40.1663
"9168"	"FLJ43663"	391.8757	112.9229	296.9875
"9169"	"FBXL19"	700.7168	434.4934	314.4335
"9170"	"CEP170L"	0	1.298	4.0572
"9171"	"LPCAT3"	2051.9713	1510.8299	1061.3653
"9172"	"PRRT4"	3.5842	7.1388	2.4343
"9173"	"C9orf53"	0	0	0
"9174"	"ACTR1B"	1128.4349	1578.6485	1902.8299
"9175"	"LOC150568"	0	0.649	2.4343
"9176"	"ZNF181"	81.2425	230.7131	300.639
"9177"	"KBTBD8"	97.3716	40.8859	200.0203
"9178"	"MTMR7"	34.1219	40.159	120.9697
"9179"	"RNF5P1"	163.0824	129.7964	168.7798
"9180"	"CDCA4"	177.4194	220.6538	230.0436
"9181"	"RGMB"	457.3238	1354.2435	699.0567
"9182"	"MYST4"	437.8734	1431.3296	1017.1417
"9183"	"PROM2"	4810.6332	3051.5129	1056.0909
"9184"	"PDCD6"	1008.9606	1110.0836	1701.1867
"9185"	"HEPH"	452.8076	916.6869	123.7448
"9186"	"CYB561D2"	250.2987	349.8337	610.6502
"9187"	"ADRB2"	222.8196	254.7254	77.4926
"9188"	"SNORD36A"	0	0	0
"9189"	"ERGIC3"	4372.7599	3240.0422	4899.077
"9190"	"HDDC3"	148.7455	239.1498	310.3763
"9191"	"FCGR1C"	0	13.9531	15.4174
"9192"	"TAX1BP3"	3390.8542	2118.3548	1114.5999
"9193"	"HCG22"	0	2.5959	22.3146
"9194"	"LOC646627"	0	0	0.4057
"9195"	"MSC"	675.9857	142.5878	200.4747
"9196"	"PEX7"	152.3297	207.0252	236.1294
"9197"	"RIBC1"	4.1816	29.8532	128.6134
"9198"	"ATP6V1F"	1161.8877	1123.0502	1406.6092
"9199"	"GUCA1B"	22.1027	12.3307	30.0233
"9200"	"KRT1"	0	15.9001	2.84
"9201"	"SYS1"	661.4695	930.9678	1551.0336
"9202"	"PLCB4"	489.8447	591.8715	755.8576
"9203"	"SLC2A3"	4747.3118	1057.1915	1663.049
"9204"	"INCENP"	89.0084	340.7155	491.7334
"9205"	"C19orf24"	375.7467	337.7951	712.0398
"9206"	"C9orf110"	8.9606	86.6391	53.1494
"9207"	"ANKK1"	14.9343	14.9266	23.9375
"9208"	"IQCG"	64.5161	113.5718	283.193
"9209"	"HERC2"	861.4098	2664.3952	1669.9462
"9210"	"IRF2BP2"	7778.3751	4612.3144	5871.1837
"9211"	"PXN"	9910.908	2701.7733	2599.8296
"9212"	"C14orf162"	4.779	0	0.4057
"9213"	"SUMO2"	2837.5149	2160.1363	2737.803
"9214"	"MTHFR"	593.7097	1017.9411	1496.2329
"9215"	"SMARCB1"	1443.2497	1337.8762	1866.315
"9216"	"PHKB"	1253.2855	2375.9228	1823.3087
"9217"	"ARSH"	2.9869	0	0.4057
"9218"	"MAP1LC3A"	325.5675	322.8685	608.581
"9219"	"PRR19"	11.0394	13.3041	8.0617
"9220"	"DDX24"	5410.9916	3645.6559	4609.3924
"9221"	"NOL10"	639.1876	524.3774	516.0767
"9222"	"SSR4"	1581.2425	2400.5841	5777.4622
"9223"	"LOC283070"	316.0096	313.1338	593.1636
"9224"	"NCRNA00159"	0	0	0
"9225"	"FMNL1"	445.0418	485.7402	1926.808
"9226"	"C20orf197"	0.5974	4.8674	6.8973
"9227"	"C18orf19"	362.0072	243.6927	225.175
"9228"	"PLCE1"	1326.1649	578.2429	303.4791
"9229"	"ADCY2"	175.0299	440.0097	4.8686
"9230"	"CDKN1A"	31357.8256	2468.4027	3225.885
"9231"	"PAR1"	1.7921	0.3245	8.1144
"9232"	"SEC24B"	1384.7073	1452.746	914.9001
"9233"	"ZNF460"	68.1004	60.0308	45.4407
"9234"	"TLL1"	50.1792	133.0413	27.1833
"9235"	"ZFHX4"	81.2425	447.473	32.8634
"9236"	"SNORA5A"	0	0.3245	0.4057
"9237"	"AGPAT6"	1701.3142	1377.7886	1465.8687
"9238"	"SOHLH2"	31.6607	4.2184	12.5124
"9239"	"MPHOSPH6"	414.5759	285.8765	197.586
"9240"	"FSCN2"	5.9737	19.7939	95.3444
"9241"	"KRT15"	814.2174	6167.9241	0.8114
"9242"	"GUCY1A2"	14.3369	68.1431	4.8686
"9243"	"OMG"	0	1.6225	3.6515
"9244"	"PAGE1"	0	0	0
"9245"	"NR2C1"	347.6703	303.7235	513.2366
"9246"	"WDR75"	724.6117	599.3348	684.045
"9247"	"RASSF1"	762.2461	478.6242	849.1733
"9248"	"MACF1"	3043.0108	8254.7254	6093.1129
"9249"	"SNX12"	236.5591	349.8012	212.1919
"9250"	"DTWD1"	206.0932	351.0992	386.2461
"9251"	"C2"	213.859	438.4457	616.7319
"9252"	"TSSK6"	3.5842	37.641	45.4407
"9253"	"KLHL12"	375.1493	1013.3853	1017.9531
"9254"	"LOC728643"	225.8065	75.2819	79.5212
"9255"	"PLA2G4A"	1209.6774	476.0282	109.1389
"9256"	"WASH7P"	1742.5329	1081.5284	1729.5872
"9257"	"SLC9A5"	17.9211	8.1123	10.5487
"9258"	"RGS1"	2783.1541	1086.3957	5689.8266
"9259"	"FAM136A"	500	473.1078	664.5704
"9260"	"ICOSLG"	709.08	469.2139	385.8403
"9261"	"MYT1"	1.1947	13.6286	14.2002
"9262"	"TMEM30C"	0	0	0
"9263"	"C14orf139"	47.1924	69.1166	296.5818
"9264"	"ZNF702P"	42.4134	386.1442	103.8645
"9265"	"NDST3"	1.7921	4.2184	10.9545
"9266"	"LILRP2"	0.5974	0	1.6229
"9267"	"GATA2"	845.8781	2971.3637	70.1897
"9268"	"UCN"	0	2.9204	6.8973
"9269"	"CUL9"	956.3919	943.2952	958.7179
"9270"	"NEK9"	1485.6631	2800.3569	2257.4298
"9271"	"IL12RB2"	22.7001	17.198	25.1547
"9272"	"ADM"	3576.4636	323.5175	124.1505
"9273"	"PCDHB10"	43.6081	77.2288	27.589
"9274"	"TMEM30A"	4161.8877	4647.035	4034.4863
"9275"	"POU3F4"	0	0.3245	0
"9276"	"IGF2BP3"	2.3895	4.5429	88.4471
"9277"	"MAST1"	1.7921	17.198	3.2458
"9278"	"TRIM71"	0	1.6225	0
"9279"	"CMIP"	3001.7921	1737.0001	957.9065
"9280"	"MYT1L"	4.1816	0	0.8114
"9281"	"AP1G1"	2563.3214	2409.3453	2049.7008
"9282"	"EPHA5"	25.0896	96.0493	34.4863
"9283"	"ATP6V1A"	1125.448	1758.092	1867.9379
"9284"	"SPOPL"	761.0514	991.3199	646.313
"9285"	"CDHR4"	4.1816	0	0
"9286"	"EIF3H"	4357.2282	3205.3217	3720.4585
"9287"	"LOC347376"	0	0	0
"9288"	"VPREB3"	2.9869	6.1653	434.1211
"9289"	"RRAGC"	320.221	326.1134	279.5415
"9290"	"DUS1L"	1714.4564	1088.3427	1431.3825
"9291"	"MMP28"	2275.9857	225.8457	210.9747
"9292"	"ADAM10"	2559.1398	2906.79	1613.1453
"9293"	"OR5I1"	0	0	0
"9294"	"RAVER2"	388.2915	797.9233	309.5649
"9295"	"C9orf45"	77.0609	68.1431	391.5204
"9296"	"CNIH3"	23.2975	28.2307	53.1494
"9297"	"RAD21L1"	0	0	0
"9298"	"HNF4A"	1.7921	0.3245	0
"9299"	"CD109"	247.3118	745.6607	102.6473
"9300"	"NECAB1"	73.4767	192.7476	144.0308
"9301"	"LIN37"	69.8865	81.9502	148.7615
"9302"	"DCUN1D1"	433.0944	611.9899	464.5502
"9303"	"HTR2C"	0.5974	2.9204	0.4057
"9304"	"C9orf66"	8.9606	22.9026	62.6352
"9305"	"ANKRD40"	1580.0478	1434.25	1055.2794
"9306"	"NFYA"	1691.7563	804.4131	1036.2106
"9307"	"SNORD115-7"	0	0	0
"9308"	"RBL2"	2764.9164	3675.7816	3175.7825
"9309"	"FAM74A1"	0	0	0
"9310"	"HAS2"	513.7216	262.1692	139.3407
"9311"	"UGT1A7"	0	0	0
"9312"	"PCDHA11"	0	10.3188	42.5966
"9313"	"ANXA4"	1902.0311	2362.2942	1811.137
"9314"	"FRMD6"	3513.7395	2282.1449	321.7365
"9315"	"NDUFS8"	754.4803	791.4334	1112.4861
"9316"	"FUT7"	2.3895	5.7435	98.8498
"9317"	"APLP1"	12.5448	79.8248	33.6748
"9318"	"PCNT"	884.7073	886.8338	706.7654
"9319"	"OR4K14"	0.5974	0	0
"9320"	"GAB1"	394.2652	872.2317	535.1456
"9321"	"SPN"	176.2246	287.8235	728.2686
"9322"	"COL15A1"	944.4444	2544.9826	647.5302
"9323"	"RPS21"	6505.9737	4489.9813	6603.5095
"9324"	"ZNF773"	72.8793	145.6964	158.2311
"9325"	"RORA"	447.4313	746.6537	944.5177
"9326"	"SORD"	688.172	7787.7829	7506.6437
"9327"	"STC1"	18602.7479	429.9505	1106.806
"9328"	"MYO9B"	2650.5376	2136.124	2291.1046
"9329"	"NDUFB3"	349.4624	362.4564	605.7409
"9330"	"GUSBL1"	29.2712	43.8063	41.3835
"9331"	"NME3"	610.5137	809.6049	920.9859
"9332"	"BEX4"	1225.8065	1406.3438	2547.1143
"9333"	"PCDHGA10"	60.5675	118.0206	40.71
"9334"	"RPL26L1"	159.4982	148.2924	231.6665
"9335"	"RDM1"	0	0.3245	3.2458
"9336"	"RAPSN"	0.5974	0.9735	3.6515
"9337"	"C2orf88"	100.3584	346.5563	139.5679
"9338"	"OR6M1"	0	0	0
"9339"	"FADD"	432.497	342.338	535.1456
"9340"	"PRND"	6.5711	3.5694	2.0286
"9341"	"ZNF778"	56.1529	117.1412	73.4354
"9342"	"HHIPL2"	0.5974	61.0043	274.6729
"9343"	"OPA1"	1489.2473	1682.4856	1227.305
"9344"	"OR6B3"	0	0	0
"9345"	"C12orf54"	2.3895	6.1653	1.2172
"9346"	"KCNH1"	7.1685	43.4818	10.5487
"9347"	"TCEB3C"	0	0	0
"9348"	"TUBG2"	569.2951	477.9752	382.5946
"9349"	"GIMAP1"	48.9845	160.318	361.0914
"9350"	"LGALS7"	5.3763	44.1308	0
"9351"	"TNFRSF12A"	5700.1195	632.1084	2254.5897
"9352"	"PDE6G"	5.3763	5.8408	43.8178
"9353"	"POLR3G"	15.5317	42.5083	36.1091
"9354"	"ARHGAP11A"	25.687	87.2881	131.0478
"9355"	"PIGA"	2081.2425	404.9647	318.4907
"9356"	"TNS1"	4483.2736	23930.2344	4898.2655
"9357"	"HPD"	1.7921	52.892	2.84
"9358"	"MTMR9L"	84.8268	150.8883	205.7004
"9359"	"TPM2"	3452.8076	14325.3022	514.4538
"9360"	"C1orf63"	772.4014	347.8543	1066.6396
"9361"	"DNM1P35"	64.5161	29.5287	62.8867
"9362"	"PKD2"	851.2545	1365.7824	718.1256
"9363"	"TMEM110"	250.2987	183.9864	166.6944
"9364"	"DDIT4L"	24.4922	35.3695	51.5265
"9365"	"C10orf75"	35.2449	117.7902	90.4757
"9366"	"RBM41"	109.9164	172.3047	159.4482
"9367"	"EID1"	2402.0311	4539.6285	4674.3077
"9368"	"SLC39A12"	0	0.649	0.4057
"9369"	"ZNF764"	106.3321	179.119	165.534
"9370"	"FBXO28"	1162.4851	1213.9207	783.0409
"9371"	"ZNF266"	885.3047	696.6821	935.1861
"9372"	"FOXI1"	1.7921	88.2615	0.4057
"9373"	"INHBB"	534.6476	611.341	893.3969
"9374"	"C8orf41"	185.5197	197.1769	249.2667
"9375"	"MACC1"	888.2915	745.3557	176.4885
"9376"	"PRKACB"	707.8853	2034.5583	1579.4705
"9377"	"LOC100129034"	504.1338	1971.9542	1346.8668
"9378"	"NAA20"	808.2437	724.2638	1055.2794
"9379"	"ODF2L"	560.3345	679.1596	530.2769
"9380"	"TMEM70"	707.8853	294.6378	359.8742
"9381"	"SLC27A2"	170.8483	227.1437	145.248
"9382"	"OR5AN1"	0	0	0
"9383"	"RNFT2"	8.3632	7.7878	38.9492
"9384"	"AGFG1"	2014.3369	1413.1581	1329.5466
"9385"	"TPPP3"	894.8626	213.515	866.6193
"9386"	"C22orf33"	0	0	0.4057
"9387"	"RELA"	5080.0478	2317.5144	1883.3553
"9388"	"NUP107"	544.2055	567.8592	609.7982
"9389"	"EPHA8"	0	2.2714	0.4057
"9390"	"ENAH"	2838.7097	4672.3453	746.1203
"9391"	"HIST1H2AM"	1.1947	1.6225	7.7087
"9392"	"MIMT1"	0	0.649	1.2172
"9393"	"XRCC3"	271.2067	200.8599	236.5351
"9394"	"GPATCH8"	1329.1517	1476.7583	1439.4969
"9395"	"STX7"	735.9618	1392.7152	2120.7019
"9396"	"NNT"	810.0358	1367.4049	1506.0351
"9397"	"LOC340508"	0	0	1.6229
"9398"	"SHROOM1"	1553.1661	1535.8157	163.0997
"9399"	"GPR77"	19.7133	8.4368	11.7659
"9400"	"P2RX4"	236.5591	577.2694	485.6476
"9401"	"SEH1L"	1775.9857	599.3348	671.062
"9402"	"OR56B1"	0	0.3245	2.84
"9403"	"SAMD3"	2.9869	17.847	182.98
"9404"	"LOC100133612"	0	6.1653	4.0572
"9405"	"SNX7"	708.4827	469.5384	263.3127
"9406"	"LIFR"	709.6774	4207.6742	1691.4494
"9407"	"SLC33A1"	210.2748	800.5192	857.2878
"9408"	"ACTR3B"	118.2796	120.0617	100.213
"9409"	"MRPL21"	421.7443	424.1097	513.6424
"9410"	"SLC27A5"	78.7336	74.3149	134.2773
"9411"	"C17orf67"	12.5448	30.8266	28.8062
"9412"	"MPND"	433.0944	429.3015	434.1211
"9413"	"GSDMA"	11.3501	2.2714	8.5201
"9414"	"PUSL1"	511.9474	159.2731	143.9253
"9415"	"SCML1"	356.6308	156.4046	209.7576
"9416"	"BRCC3"	238.3513	504.9079	419.5152
"9417"	"CALCR"	0	0.649	1.6229
"9418"	"SNRPA"	649.9403	845.6234	1200.5274
"9419"	"MLANA"	1.7921	0.9735	1.2172
"9420"	"KIF13A"	990.4421	1848.9495	1039.0506
"9421"	"AARS"	1408.6022	2827.6142	3567.0961
"9422"	"WDR27"	267.6225	114.2208	228.4207
"9423"	"SNORA57"	0	0	0.8114
"9424"	"GTF2H5"	373.9546	507.1794	607.3638
